id;key;1::Spanish;
1072;error_titles_ARRAY_AO03;Booking options updated!;Opciones de reserva actualizadas!
1073;booking_recalc;Recalculate the price;Vuelva a calcular el precio
1074;booking_service_add;Add service;Añadir servicio
1075;booking_service_add_title;Add service;Añadir servicio
1076;booking_service_delete_title;Delete confirmation;Eliminar confirmación
1077;booking_service_delete_body;Are you sure you want to delete selected service from the current booking?;¿Está seguro de que desea eliminar el servicio seleccionado de la reserva actual?
1078;front_cart_empty;There are not any selected services yet.;Todavía no hay ningún servicio seleccionado.
1079;front_cart_total;Total price;Precio Total
1080;front_selected_services;Selected Services;Servicios seleccionados
1081;front_select_date;Select a Date;Seleccione una fecha
1082;front_make_appointment;Make an Appointment;Agendar una cita
1083;front_start_time;Start time;Hora inicio
1084;front_end_time;End time;Hora finalización
1085;front_select_services;Select service on;Seleccionar servicio en
1086;front_availability;Availability;Disponibilidad
1087;front_booking_form;Booking Form;Formulario de reserva
1088;front_system_msg;System message;Mensaje del sistema
1089;front_checkout_na;Checkout form not available;Formulario de pago no disponible
1090;front_return_back;Return back;Regresar
1091;front_preview_form;Booking Preview;Vista previa de la reserva
1092;front_confirm_booking;Confirm booking;Confirmar reserva
1093;front_preview_na;Preview not available;Vista previa no disponible
1094;error_titles_ARRAY_AA14;Invalid data;Datos no válidos
1095;error_bodies_ARRAY_AA14;Sorry, submitted data not validate.;Lo sentimos, los datos enviados no son validos.
1096;error_titles_ARRAY_AA15;Profile;Perfil
1097;error_bodies_ARRAY_AA15;Use form below to update your profile settings.;Utilice el siguiente formulario para actualizar la configuración de su perfil.
1098;booking_ip;IP address;Dirección IP
1099;booking_view_title;Booking Service details;Detalles del servicio de reserva
1100;booking_service_email_title;Send email;Enviar correo electrónico
1101;booking_service_sms_title;Send SMS;Enviar mensaje SMS
1102;booking_subject;Subject;Tema
1103;booking_message;Message;Mensaje
1104;menuReports;Reports;Reportes
1105;report_menu_employees;Employees;Empleados
1106;report_menu_services;Services;Servicios
1107;report_bookings;Bookings;Reservas
1108;report_total_bookings;All Bookings;Todas las reservas
1109;report_confirmed_bookings;Confirmed Bookings;Reservas confirmadas
1110;report_pending_bookings;Pending Bookings;Reservas pendientes
1111;report_cancelled_bookings;Cancelled Bookings;Reservas canceladas
1112;report_total_amount;Total amount;Valor total
1113;report_confirmed_amount;Confirmed Bookings Amount;Valor total de las reservas confirmadas
1114;report_pending_amount;Pending Bookings Amount;Valor total de las reservas pendientes
1115;report_cancelled_amount;Cancelled Bookings Amount;Valor total de reservas canceladas
1116;report_columns;Columns;Columna
1117;report_print;Print;Imprimir
1118;report_pdf;Save as PDF;Guardar como PDF
1119;menu;Menu;Menu
1120;employee_view_bookings;View bookings;Ver reservas
1121;employee_working_time;Working time;Horarios de trabajo
1122;error_titles_ARRAY_AS11;Services;Servicio
1123;error_bodies_ARRAY_AS11;Below you can see the available services that your clients can book. Under Add service tab you can add a new service. Or use the edit icon for each service to modify it.;A continuación puede ver los servicios disponibles que sus clientes pueden reservar. En la pestaña Añadir servicio puede agregar un nuevo servicio. O utilice el icono de edición para cada servicio para modificarlo.
1124;service_tip_length;Set the time required to complete this service.;Establezca el tiempo necesario para completar este servicio.
1125;service_tip_before;Set the time you need to block before booking start time for this service.;Establezca el tiempo que necesita bloquear antes de la hora de inicio de la reserva para este servicio.
1126;service_tip_after;Set the time you need to block after booking end time for this service.;Establezca el tiempo que necesita bloquear después de reservar la hora de finalización de este servicio.
1127;service_tip_employees;Select employee(s) who can do this service.;Seleccione empleado(s) que puede hacer este servicio.
1128;employee_is_subscribed_sms;Send SMS when new booking is made;Enviar mensaje SMS cuando se realiza una nueva reserva
1129;booking_reminder_client;Send to client;Enviar al cliente
1130;booking_reminder_employee;Send to employee;Enviar al empleado
1131;front_click_available;Click on available time to make an appointment;Haga clic en el tiempo disponible para hacer una cita
1132;error_titles_ARRAY_AE11;Employees;Empleado
1133;error_bodies_ARRAY_AE11;Below you can see a list of employees who do the different service you offer. You can have one or multiple employees.;A continuación puede ver una lista de empleados que hacen los diferentes servicios que ofrece. Puede tener uno o varios empleados.
1134;menuSeo;SEO;SEO
1135;lblInstallConfig;Language options;Opciones de idioma
1136;lblInstallConfigLocale;Language;Idioma
1137;lblInstallConfigHide;Hide language selector;Ocultar selector de idioma
1138;error_bodies_ARRAY_AO30;To better optimize your appointment scheduler please follow the steps below.;Para optimizar mejor su programador de citas, siga los pasos a continuación.
1139;error_titles_ARRAY_AO30;SEO Optimization;Optimización SEO
1140;lblInstallSeo_1;Step 1. Webpage where your front end appointment scheduler is;Paso 1. Página web donde está su programador de citas front-end
1141;lblInstallSeo_2;"Step 2. Put the meta tag below between &lt;head&gt; and &lt;/head&gt; tags on your web page";"Paso 2. Coloque la metaetiqueta a continuación entre las etiquetas &lt;head&gt; y &lt; /head&gt; en su página web"
1142;lblInstallSeo_3;Step 3. (SAME DOMAIN INSTALL ONLY) Create .htaccess file (or update existing one) in the folder where your web page is and put the data below in it;Paso 3. (Mismo dominio instalar solamente) Crear .htaccess (o actualizar uno existente) en la carpeta donde se encuentra su página web y poner los datos a continuación en ella
1143;btnGenerate;Generate;Generar
1144;booking_index;Index;Indice
1145;error_titles_ARRAY_AR01;Employees report;Informe de empleados
1146;error_bodies_ARRAY_AR01;Using the form below you can generate a report for specific service and date range. You can also generate the results based on number of services each employee did or the total amount paid for these services.;Usando el siguiente formulario puede generar un informe para el servicio específico y el rango de fechas. También puede generar los resultados en función del número de servicios que hizo cada empleado o el monto total pagado por estos servicios.
1147;error_titles_ARRAY_AR02;Services report;Informe de servicios
1148;error_bodies_ARRAY_AR02;Using the form below you can generate a report for specific employee and date range. You can also generate the results based on number of services each employee did or the total amount paid for these services.;Usando el siguiente formulario puede generar un informe para el empleado específico y el rango de fechas. También puede generar los resultados en función del número de servicios que hizo cada empleado o el monto total pagado por estos servicios.
1149;report_amount;Amount;Cantidad
1150;report_cnt;Count;Contar
1151;error_bodies_ARRAY_AD01;Below you can see working schedule for all employees. Using the date selector below to refresh the schedule. Click on Print button to print work timesheet.;A continuación puede ver el horario de trabajo para todos los empleados. Usando el selector de fecha a continuación para actualizar la programación. Haga clic en el botón Imprimir para imprimir el parte de horas de trabajo.
1152;error_titles_ARRAY_AD01;Dashboard;Dashboard
1153;btnApply;Apply;Aplicar
1154;dashboard_filter;Dashboard filter;Filtro de dashboard de instrumentos
1155;error_titles_ARRAY_AT05;Custom Working Time;Horarios de trabajo personalizado
1156;error_bodies_ARRAY_AT05;Using the form below you can set a custom working time for any date. Just select a date and set working time for it. Or you can just mark the date as a day off and bookings on that date will not be accepted. ;Usando el siguiente formulario puede establecer un horario de trabajo personalizado para cualquier fecha. Sólo tienes que seleccionar una fecha y establecer el horario de trabajo para ello. O simplemente puede marcar la fecha como un día libre y no se aceptarán reservas en esa fecha.
1157;error_bodies_ARRAY_AT06;Here you can set working time for this employee only. Different working time can be set for each day of the week. You can also set days off and a lunch break. ;Aquí puede establecer el horario de trabajo solo para este empleado. Se puede configurar un horario de trabajo diferente para cada día de la semana. También puede establecer días libres y un almuerzo.
1158;error_titles_ARRAY_AT06;Working Time;Horario de trabajo
1159;error_titles_ARRAY_AT07;Custom Working Time;Horario de trabajo personalizado
1160;error_bodies_ARRAY_AT07;Using the form below you can set a custom working time for any date for this employee only. Just select a date and set working time for it. Or you can just mark the date as a day off and bookings on that date for this employee will not be accepted.;Utilizando el siguiente formulario, puede establecer un horario de trabajo personalizado para cualquier fecha solo para este empleado. Sólo tienes que seleccionar una fecha y establecer el horario de trabajo para ello. O simplemente puede marcar la fecha como un día libre y no se aceptarán reservas en esa fecha para este empleado.
1161;btnToday;Today;Hoy
1162;btnTomorrow;Tomorrow;Mañana
1163;error_titles_ARRAY_AD02;Dashboard Notice;Avisos del dashboard
1164;error_bodies_ARRAY_AD02;"Selected date is set to ""day off"". Use the date picker above to choose another date. Please, note that you can change working time under Options page.";"La fecha seleccionada se establece en ""día libre"". Utilice el selector de fecha de arriba para elegir otra fecha. Tenga en cuenta que puede cambiar el horario de trabajo en la página Opciones."
1165;payment_paypal_submit;Go to PayPal Secure page;Ir a la página Segura de PayPal
1166;payment_authorize_submit;Go to Authorize.NET Secure page;Vaya a la página Authorize.NET Secure
1167;front_booking_status_ARRAY_11;Please wait while redirect to secure payment processor webpage complete...;Por favor, espere mientras redirige a la página web del procesador de pago seguro completa...
1168;front_booking_status_ARRAY_1;Your request has been sent successfully. Thank you.;Su solicitud ha sido enviada correctamente. Gracias.
1169;front_booking_status_ARRAY_4;Booking not found;Reserva no encontrada
1170;front_booking_status_ARRAY_3;The invoice for this booking is already paid.;La factura de esta reserva ya está pagada.
1171;front_booking_na;Booking not available;Reserva no disponible
1172;booking_start_time;Start time;Hora de inicio
1173;booking_end_time;End time;Hora de finalización
1174;error_titles_ARRAY_ABK14;Services not found;Servicios no encontrados
1175;error_bodies_ARRAY_ABK14;You need to have at least one service.;Necesita tener al menos un servicio.
1176;error_titles_ARRAY_ABK15;Employees not found;Empleados no encontrados
1177;error_bodies_ARRAY_ABK15;You need to create employee and assign service first.;Primero debe crear un empleado y asignar el servicio.
1178;error_titles_ARRAY_ABK16;Bookings;Reservas
1179;error_bodies_ARRAY_ABK16;Below you can see all the bookings. Click on any of them to view and edit it. Using the buttons you can filter the bookings by their status. Use the advance search to quickly locate a booking.;A continuación puede ver todas las reservas. Haga clic en cualquiera de ellos para verlo y editarlo. Usando los botones puede filtrar las reservas por su estado. Utilice la búsqueda anticipada para localizar rápidamente una reserva.
1180;front_minutes;mins;minutos
1181;front_on;on;en
1182;front_back_services;back to services;regresar a los servicios
1183;front_checkout;Checkout;Confirmacion
1184;front_cart_done;Service added to your cart.;Servicio añadido a su carrito.
1185;front_app_ARRAY_v_remote;Some of the items in your basket is not available.;Algunos de los artículos en su carrito no está disponible.
1186;front_from;from;desde
1187;front_till;till;hasta
1188;cancel_err_ARRAY_1;Missing, empty or invalid parameters.;Parámetros faltantes, vacíos o no válidos.
1189;cancel_err_ARRAY_2;Booking with such an ID did not exists.;La reserva con dicha identificación no existe.
1190;cancel_err_ARRAY_3;Security hash did not match.;El hash de seguridad no coincidió.
1191;cancel_err_ARRAY_4;Booking is already cancelled.;La reserva ya está cancelada.
1192;cancel_err_ARRAY_5;Booking has been cancelled successfully.;La reserva se ha cancelado correctamente.
1193;cancel_details;Customer Details;Detalles del cliente
1194;cancel_confirm;Cancel booking;Cancelar reserva
1195;cancel_services;Booking Services;Servicios de reserva
1196;cancel_title;Booking Cancellation;Cancelación de reserva
1197;confirmation_employee_confirmation;Employee - booking confirmation email;Empleado - correo electrónico de confirmación de reserva
1198;confirmation_employee_payment;Employee - payment confirmation email;Empleado - correo electrónico de confirmación de pago
1199;time_update_default;Update the default working time for all the employees;Actualizar el horario de trabajo predeterminado para todos los empleados
1200;opt_o_layout;Layout;Diseño
1201;front_single_date;Select date;Seleccione la fecha
1202;front_single_service;Service;Servicio
1203;front_single_time;Select time;Seleccione la hora
1204;front_single_employee;Employee;Empleado
1205;btnBook;Book;Reservar
1206;front_single_date_service;Select date and service;Seleccionar fecha y servicio
1207;front_single_choose_date;Choose date;Elegir fecha
1208;single_date;Date;Fecha
1209;single_price;Price;Precio
1210;front_booking_status_ARRAY_5;This invoice have been cancelled.;Esta factura ha sido cancelada.
1211;front_single_na;not available on selected date and time;no disponible en la fecha y hora seleccionadas
1212;btnCheckout;Checkout;Confirmacion
1213;btnBackToServices;Back to services;Regresar a servicios
1214;btnViewCart;View cart;Ver reserva
1215;error_titles_ARRAY_AU10;Invalid data;Datos no válidos
1216;error_bodies_ARRAY_AU10;Form data has not been saved. Please review data and try again.;Los datos del formulario no se han guardado. Revise los datos e inténtelo de nuevo.
1217;front_terms_link;Read terms and conditions;Leer los términos y condiciones
1218;front_app_ARRAY_btn_ok;OK;OK
1219;front_terms;Terms and Conditions;Términos y Condiciones
1220;front_cart_tax;Tax;Impuesto
1221;front_cart_deposit;Deposit payment;Pago del depósito
1222;front_cart_price;Service(s) price;Precio de los servicios
1223;co_v_captcha;Captcha is required;Se requiere Captcha
1224;co_v_captcha_remote;Captcha is wrong;Captcha está equivocado
1225;co_v_terms;You need to agree with the terms and conditions;Debe estar de acuerdo con los términos y condiciones
1226;co_v_notes;Notes is required;Se requieren notas
1227;co_v_zip;Zip is required;Se requiere codigo postal
1228;co_v_city;City is required;Se requiere ciudad
1229;co_v_state;State is required;Se requiere departamento
1230;co_v_country;Country is required;País es obligatorio
1231;co_v_address_1;Address Line 1 is required;Se requiere la línea de dirección 1
1232;co_v_address_2;Address Line 2 is required;Se requiere la línea de dirección 2
1233;co_v_phone;Phone is required;Se requiere teléfono
1234;co_v_name;Name is required;El nombre es obligatorio
1235;co_v_email;Email is required;Se requiere correo electrónico
1236;co_v_email_inv;Email is invalid;El correo electrónico no es válido
1237;co_v_payment;Payment method is required;Se requiere el método de pago
1238;co_v_cc_type;CC Type is required;Se requiere tipo CC
1239;co_v_cc_num;CC Number is required;Se requiere número CC
1240;co_v_cc_code;CC Code is required;Se requiere código CC
1241;form_v_required;This field is required.;Este campo es obligatorio.
1242;form_v_remote;Please fix this field.;Por favor, corrija este campo.
1243;form_v_email;Please enter a valid email address.;Por favor, introduzca una dirección de correo electrónico válida.
1244;form_v_url;Please enter a valid URL.;Por favor, introduzca una URL válida.
1245;form_v_date;Please enter a valid date.;Por favor, introduzca una fecha válida.
1246;form_v_date_iso;Please enter a valid date (ISO).;Introduzca una fecha válida (ISO).
1247;form_v_number;Please enter a valid number.;Por favor, introduzca un número válido.
1248;form_v_digits;Please enter only digits.;Por favor, introduzca sólo los dígitos.
1249;form_v_creditcard;Please enter a valid credit card number.;Por favor, introduzca un número de tarjeta de crédito válido.
1250;form_v_equal_to;Please enter the same value again.;Por favor, introduzca el mismo valor de nuevo.
1251;form_v_maxlength;Please enter no more than {0} characters.;Especifique no más de {0} caracteres.
1252;form_v_minlength;Please enter at least {0} characters.;Escriba al menos {0} caracteres.
1253;form_v_rangelength;Please enter a value between {0} and {1} characters long.;Especifique un valor entre {0} y {1} caracteres de longitud.
1254;form_v_range;Please enter a value between {0} and {1}.;Especifique un valor entre {0} y {1}.
1255;form_v_max;Please enter a value less than or equal to {0}.;Especifique un valor menor o igual que {0}.
1256;form_v_min;Please enter a value greater than or equal to {0}.;Especifique un valor mayor o igual que {0}.
1257;form_v_accept;Please enter a value with a valid extension.;Introduzca un valor con una extencion válida.
1258;front_day_suffix_ARRAY_1;st;st
1259;front_day_suffix_ARRAY_2;nd;nd
1260;front_day_suffix_ARRAY_3;rd;rd
1261;front_day_suffix_ARRAY_4;th;th
1262;front_day_suffix_ARRAY_5;th;th
1263;front_day_suffix_ARRAY_6;th;th
1264;front_day_suffix_ARRAY_7;th;th
1265;front_day_suffix_ARRAY_8;th;th
1266;front_day_suffix_ARRAY_9;th;th
1267;front_day_suffix_ARRAY_10;th;th
1268;front_day_suffix_ARRAY_11;th;th
1269;front_day_suffix_ARRAY_12;th;th
1270;front_day_suffix_ARRAY_13;th;th
1271;front_day_suffix_ARRAY_14;th;th
1272;front_day_suffix_ARRAY_15;th;th
1273;front_day_suffix_ARRAY_16;th;th
1274;front_day_suffix_ARRAY_17;th;th
1275;front_day_suffix_ARRAY_18;th;th
1276;front_day_suffix_ARRAY_19;th;th
1277;front_day_suffix_ARRAY_20;th;th
1278;front_day_suffix_ARRAY_21;st;st
1279;front_day_suffix_ARRAY_22;nd;nd
1280;front_day_suffix_ARRAY_23;rd;rd
1281;front_day_suffix_ARRAY_24;th;th
1282;front_day_suffix_ARRAY_25;th;th
1283;front_day_suffix_ARRAY_26;th;th
1284;front_day_suffix_ARRAY_27;th;th
1285;front_day_suffix_ARRAY_28;th;th
1286;front_day_suffix_ARRAY_29;th;th
1287;front_day_suffix_ARRAY_30;th;th
1288;front_day_suffix_ARRAY_31;st;st
1289;front_service_na;N/A;N/D
1290;front_day_na;N/A;N/D
1291;multiselect_check_all;Check all;Seleccionar todo
1292;multiselect_uncheck_all;Uncheck all;Desmarque todo
1293;multiselect_none_selected;Select options;Seleccionar opciones
1294;multiselect_selected;selected;seleccionado
1295;confirmation_client_cancel;Client - booking cancellation email;Cliente - correo electrónico de cancelación de reserva
1296;confirmation_employee_cancel;Employee - booking cancellation email;Empleado - correo electrónico de cancelación de reserva
1297;confirmation_admin_cancel;Admin - booking cancellation email;Administrador - correo electrónico de cancelación de reserva
1298;system_206;Service has been added to your cart.;El servicio se ha añadido a su reserva.
1299;system_105;Missing, empty or invalid parameters.;Parámetros faltantes, vacíos o no válidos.
1300;system_207;Service has been removed from your cart.;El servicio ha sido eliminado de su carrito.
1301;system_106;Missing, empty or invalid parameters.;Parámetros faltantes, vacíos o no válidos.
1302;system_109;Checkout data is missing (or not valid form submit).;Faltan datos de pago (o no se envía un formulario válido).
1303;system_110;Captcha doesn't match.;Captcha no coincide.
1304;system_111;Cart is empty or invalid services.;El carrito está vacío o no es válido.
1305;system_114;Booking data is not valid.;Los datos de reserva no son válidos.
1306;system_119;Booking failed.;Error en la reserva.
1307;system_211;Checkout form has been saved.;Se ha guardado el formulario de pago.
1308;system_115;Some of the services in your cart are not available.;Algunos de los servicios en su carrito no están disponibles.
1309;system_210;Booking has been successful.;La reserva ha sido exitosa.
1310;lblMinutes;Minutes;Minuto
1311;lblHours;Hours;Hora
1312;lblService;Service;Servicio
1313;lblEmployee;Employee;Empleado
1314;lblImages;Images;Images
1315;error_titles_ARRAY_AE12;Picture size is too large;El tamaño de la imagen es demasiado grande
1316;error_bodies_ARRAY_AE12;New employee could not be added because picture size is too large and your server cannot upload it. Maximum allowed size is {SIZE}. Please, upload smaller picture.;No se pudo añadir un nuevo empleado porque el tamaño de la imagen es demasiado grande y su servidor no puede cargarlo. El tamaño máximo permitido es {SIZE}. Por favor, suba una imagen más pequeña.
1317;error_titles_ARRAY_AE13;Picture size exceeded;Tamaño de la imagen excedido
1318;error_bodies_ARRAY_AE13;New employee has been added, but picture could not be uploaded as its size exceeds the maximum allowed file upload size.;Se ha agregado un nuevo empleado, pero la imagen no se pudo cargar ya que su tamaño excede el tamaño máximo permitido de carga de archivos.
1319;error_titles_ARRAY_AE14;Wrong file type;Tipo de archivo incorrecto
1320;error_bodies_ARRAY_AE14;You uploaded picture is not allowed to upload because it's in wrong content type. Please check the actual type of the file.;No se permite cargar la imagen que has cargado porque está en un tipo de contenido incorrecto. Compruebe el tipo real del archivo.
1321;error_titles_ARRAY_AE15;Picture size is too large;El tamaño de la imagen es demasiado grande
1322;error_bodies_ARRAY_AE15;Employee could not be updated because picture size is too large and your server cannot upload it. Maximum allowed size is {SIZE}. Please, upload smaller picture.;No se pudo actualizar al empleado porque el tamaño de la imagen es demasiado grande y su servidor no puede cargarlo. El tamaño máximo permitido es {SIZE}. Por favor, suba una imagen más pequeña.
1323;error_titles_ARRAY_AE16;Picture size exceeded;Tamaño de la imagen excedido
1324;error_bodies_ARRAY_AE16;Employee information has been updated, but picture could not be uploaded as its size exceeds the maximum allowed file upload size.;La información del empleado se ha actualizado, pero la imagen no se pudo cargar ya que su tamaño excede el tamaño máximo permitido de carga de archivos.
1325;error_titles_ARRAY_AE17;Wrong file type;Tipo de archivo incorrecto
1326;error_bodies_ARRAY_AE17;You uploaded picture is not allowed to upload because it's in wrong content type. Please check the actual type of the file.;No se permite cargar la imagen que has cargado porque está en un tipo de contenido incorrecto. Compruebe el tipo real del archivo.
1327;positive_number;Please enter positive number;Por favor, introduzca un número positivo
1328;uuid_used;Unique ID was used.;Se utilizó una identificación única.
1329;buttons_ARRAY_delete;Delete;Eliminar
1330;buttons_ARRAY_send;Send;Enviar
1331;buttons_ARRAY_export;Export;Exportar
1332;buttons_ARRAY_yes;Yes;Sí
1333;buttons_ARRAY_no;No;No
1334;buttons_ARRAY_close;Close;Cerrar
1335;error_titles_ARRAY_AR21;Export bookings;Exportación de reservas
1336;error_bodies_ARRAY_AR21;You can export bookings in different formats. You can either download a file with booking details or use a link for a feed which load all the bookings.;Puede exportar reservas en diferentes formatos. Puede descargar un archivo con los detalles de la reserva o utilizar un enlace para una alimentación que cargar todas las reservas.
1337;export_formats_ARRAY_ical;iCal;iCal
1338;export_formats_ARRAY_xml;XML;XML
1339;export_formats_ARRAY_csv;CSV;CSV
1340;export_types_ARRAY_file;File;Archivo
1341;export_types_ARRAY_feed;Feed;Feed
1342;export_periods_ARRAY_next;Coming;Próximos
1343;export_periods_ARRAY_last;Created or Modified;Creado o modificado
1344;btnExport;Export;Exportar
1345;lblFormat;Format;Formato
1346;lblBookings;Bookings;Reservas
1347;lblBookingsMade;bookings made;reservas hechas
1348;lblComingBookings;coming bookings ;próximas reservas 
1349;lblBookingsFeedURL;Bookings Feed URL;URL de feed de reservas
1350;btnGetFeedURL;Get Feed URL;Obtener URL de feed
1351;lblCalendar;Calendar;Calendario
1352;infoBookingFeedTitle;Bookings Feed URL;URL de feed de reservas
1353;infoBookingFeedDesc;Use the URL below to have access to all bookings. Please, note that if you change the password the URL will change too as password is used in the URL itself so no one else can open it.;Utilice la URL a continuación para tener acceso a todas las reservas. Tenga en cuenta que si cambia la contraseña, la URL también cambiará ya que la contraseña se usa en la URL para que nadie más pueda abrirla.
1354;lblEnterPassword;Enter password;Introduzca la contraseña
1355;lblNoAccessToFeed;No access to feed;No hay acceso a los feed
1356;coming_arr_ARRAY_1;Today;Hoy
1357;coming_arr_ARRAY_2;Tomorrow;Mañana
1358;coming_arr_ARRAY_3;This week;Esta semana
1359;coming_arr_ARRAY_4;Next week;La próxima semana
1360;coming_arr_ARRAY_5;This month;Este mes
1361;coming_arr_ARRAY_6;Next month;El próximo mes
1362;made_arr_ARRAY_1;Today;Hoy
1363;made_arr_ARRAY_2;Yesterday;Ayer
1364;made_arr_ARRAY_3;This week;Esta semana
1365;made_arr_ARRAY_4;Last week;La semana pasada
1366;made_arr_ARRAY_5;This month;Este mes
1367;made_arr_ARRAY_6;Last month;El mes pasado
1368;lblNotifications;Notifications;Notificaciónes
1369;booking_client;Client;Cliente
1370;lblEmailPhone;Email & Phone;Correo electrónico y teléfono
1371;tabEmailNotifications;Email Notifications;Notificaciones por correo electrónico
1372;notify_arr_ARRAY_confirm;Client - booking confirmation email;Cliente - correo electrónico de confirmación de reserva
1373;notify_arr_ARRAY_payment;Client - payment confirmation email;Cliente - correo electrónico de confirmación de pago
1374;notify_arr_ARRAY_cancel;Client - booking cancellation email;Cliente - correo electrónico de cancelación de reserva
1375;notify_arr_ARRAY_confirm_admin;Admin - booking confirmation email;Administrador - correo electrónico de confirmación de reserva
1376;notify_arr_ARRAY_payment_admin;Admin - payment confirmation email;Administrador - correo electrónico de confirmación de pago
1377;notify_arr_ARRAY_cancel_admin;Admin - booking cancellation email;Administrador - correo electrónico de cancelación de reserva
1378;notify_arr_ARRAY_confirm_employee;Employee - booking confirmation email;Empleado - correo electrónico de confirmación de reserva
1379;notify_arr_ARRAY_payment_employee;Employee - payment confirmation email;Empleado - correo electrónico de confirmación de pago
1380;notify_arr_ARRAY_cancel_employee;Employee - booking cancellation email;Empleado - correo electrónico de cancelación de reserva
1381;services_required;Adding a service is required;Es necesario añadir un servicio
1382;opt_o_theme;Theme;Tema
1383;front_filter;Filter;Filtro
1384;front_all;All;Todo
1385;front_appointment;appointment;cita
1386;front_appointments;appointments;cita
1387;front_no_employees_found;No employees found;No se encontraron empleados
1388;front_select_service;Select service;Seleccionar servicio
1389;front_no_services_found;No services found;No se encontraron servicios
1390;front_duration;Duration;Duración
1391;front_back;back;regresar
1392;front_phone;Phone;Teléfono
1393;front_email;Email;Correo
1394;front_select_date_time;Select date and time;Seleccionar fecha y hora
1395;front_choose_date;Choose date;Elegir fecha
1396;front_time;Time;Tiempo
1397;front_date_off;Selected date is a day off.;La fecha seleccionada es un día libre.
1398;front_select_date_time_employee;Select date and time & employee;Seleccione fecha, hora y empleado
1399;front_employees_not_avaiable;No employees available for this service.;No hay empleados disponibles para este servicio.
1400;front_choose;Choose;Elige
1401;front_service_employee;Service/employee;Servicio/empleado
1402;front_date_time;Date and time;Fecha y hora
1403;front_tax;Tax;Impuesto
1404;front_total;Total;Total
1405;front_deposit;Deposit;Deposito
1406;front_close;Close;Cerrar
1407;front_start_over;Start over;Empezar de nuevo
1408;service_image;Image;Imagen
1409;error_titles_ARRAY_AS12;Picture size is too large;El tamaño de la imagen es demasiado grande
1410;error_bodies_ARRAY_AS12;New service could not be added because picture size is too large and your server cannot upload it. Maximum allowed size is {SIZE}. Please, upload smaller picture.;No se pudo añadir un nuevo servicio porque el tamaño de la imagen es demasiado grande y el servidor no puede cargarlo. El tamaño máximo permitido es {SIZE}. Por favor, suba una imagen más pequeña.
1411;error_titles_ARRAY_AS13;Picture size exceeded;Tamaño de la imagen excedido
1412;error_bodies_ARRAY_AS13;New service has been added, but picture could not be uploaded as its size exceeds the maximum allowed file upload size.;Se ha agregado un nuevo servicio, pero la imagen no se pudo cargar ya que su tamaño excede el tamaño máximo permitido de carga de archivos.
1413;error_titles_ARRAY_AS14;Wrong file type;Tipo de archivo incorrecto
1414;error_bodies_ARRAY_AS14;You uploaded picture is not allowed to upload because it's in wrong content type. Please check the actual type of the file.;No se permite cargar la imagen que has cargado porque está en un tipo de contenido incorrecto. Compruebe el tipo real del archivo.
1415;error_titles_ARRAY_AS15;Picture size is too large;El tamaño de la imagen es demasiado grande
1416;error_bodies_ARRAY_AS15;Service could not be updated because picture size is too large and your server cannot upload it. Maximum allowed size is {SIZE}. Please, upload smaller picture.;No se pudo actualizar el servicio porque el tamaño de la imagen es demasiado grande y el servidor no puede cargarlo. El tamaño máximo permitido es {SIZE}. Por favor, suba una imagen más pequeña.
1417;error_titles_ARRAY_AS16;Picture size exceeded;Tamaño de la imagen excedido
1418;error_bodies_ARRAY_AS16;Service information has been updated, but picture could not be uploaded as its size exceeds the maximum allowed file upload size.;La información del servicio se ha actualizado, pero la imagen no se pudo cargar ya que su tamaño excede el tamaño máximo permitido de carga de archivos.
1419;error_titles_ARRAY_AS17;Wrong file type;Tipo de archivo incorrecto
1420;error_bodies_ARRAY_AS17;You uploaded picture is not allowed to upload because it's in wrong content type. Please check the actual type of the file.;No se permite cargar la imagen que has cargado porque está en un tipo de contenido incorrecto. Compruebe el tipo real del archivo.
1421;front_about_employee;About {EMPLOYEE};Acerca de {EMPLOYEE}
1422;front_reason_for_appointment;Reason for Appointment;Motivo de la cita
1423;front_service_required;Reason for appointment is required.;Se requiere el motivo de la cita.
1424;lblInstallSeo_4;Step 4. (CROSS-DOMAIN INSTALL ONLY) Create .htaccess file (or update existing one) in the folder where your web page is and put the data below in it;Paso 4. (CROSS-DOMAIN INSTALACION SOLAMENTE) Crear .htaccess (o actualizar uno existente) en la carpeta donde se encuentra su página web y poner los datos a continuación en ella
1425;lblSelectLayoutTheme;Select layout & theme;Seleccionar diseño y tema
1426;lblSelectTheme;Select theme;Seleccione el tema
1427;lblSelectLayout;Select layout;Seleccionar diseño
1428;short_days_ARRAY_0;Su;Do
1429;short_days_ARRAY_1;Mo;Lu
1430;short_days_ARRAY_2;Tu;Ma
1431;short_days_ARRAY_3;We;Mi
1432;short_days_ARRAY_4;Th;Ju
1433;short_days_ARRAY_5;Fr;Vi
1434;short_days_ARRAY_6;Sa;Sa
1435;front_browse_services;Browse Services;Buscar servicios
1436;front_browse_professionalists;Browse Professionals;Buscar profesionales
1437;infoThemeTitle;Preview front end;Vista previa front-end
1438;infoThemeDesc;"There are multiple color schemes available for the front end. Click on each of the thumbnails below to preview it. Click on ""Use this theme"" button for the theme you want to use.";"Hay varios esquemas de color disponibles para la parte delantera. Haga clic en cada una de las miniaturas a continuación para obtener una vista previa. Haga clic en el botón ""Usar este tema"" para el tema que desea utilizar."
